id,title,genres
210559,Black Harvest (1992),Documentary
109745,Black Hills (1947),Action|Adventure|Western
137505,Black Heat (1976),Action|Crime|Drama
2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller
186091,Black Mask II (2002),Action|Adventure|Drama|Sci-Fi
136018,Black Mass (2015),Crime|Drama
68411,Black Magic (1944),Comedy|Crime|Drama|Horror|Mystery|Thriller
125583,Black Magic (1949),Drama|Mystery|Romance
156807,Black Magic (1992),Comedy|Drama|Horror
156810,Black Magic (1975),Horror
139353,Black Magic Woman (1991),Horror
173609,Black Magic M-66 (1987),Action|Animation|Sci-Fi
219173,Black Magic Part II (1976),Horror
221272,Black Magic for White Boys (2019),(no genres listed)
141034,Black Maid (1976),Comedy|Romance
177093,"Black Mama, White Mama (1973)",Action
62764,Black Moon (1975),Fantasy|Mystery|Sci-Fi|War
112538,Black Moon (1934),Horror
6795,Black Moon Rising (1986),Action|Crime|Sci-Fi|Thriller
160648,Black Mountain Side (2016),Horror|Thriller
165375,Black Mountain Poets (2016),Comedy|Drama
205271,Black Mother (2018),Documentary
213307,Black Money (2019),Crime|Drama
144810,Black Midnight (1949),Drama|Western
176601,Black Mirror,(no genres listed)
196997,Black Mirror: Bandersnatch (2018),Drama|Mystery|Sci-Fi|Thriller
214576,Black Milk (2020),Drama
277852,Black Mic Mac (1986),Comedy
211716,Black Mexicans (2018),Drama
256193,Black Medicine (2021),Crime|Thriller
288667,Black Metal Veins (2012),Documentary
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary
3583,Black Tights (1-2-3-4 ou Les Collants noirs) (1960),Drama|Musical
203286,Black Tight Killers (1966),Action|Crime|Drama|Thriller
194686,Black Tide (2018),Thriller
150884,Black Thursday (2011),Thriller
157907,Black Tuesday (1954),Crime
3509,Black and White (1999),Drama
186105,Black and White (2002),Drama
7106,Black and White in Color (Noirs et blancs en couleur) (1976),Drama|War
188313,Black and White Magic (1983),Children|Comedy
207888,Black and Blue (2019),Action|Crime|Drama
281030,Black and Tan (1929),Drama
8766,Black Angel (1946),Drama|Film-Noir|Mystery
133404,Black Angel (1980),Drama|Fantasy
260823,Black as Night (2021),Horror|Thriller
278312,Black Adam (2022),Action|Adventure|Fantasy
4572,Black Rain (1989),Action|Crime|Drama
138668,Black Rain (2009),Thriller
26677,Black Rainbow (1989),Thriller
32974,Black Rain (Kuroi ame) (1989),Drama|War
144598,Black Ransom (2010),Action|Thriller
4688,Black Robe (1991),Adventure|Drama
173405,Black Rose (2014),Action|Crime|Drama
101920,Black Rose Ascension (Kurobara shôten) (1975),Drama
193715,Black Rose Mansion (1969),Drama
104280,"Black Room, The (1935)",Crime|Horror|Thriller
163492,Black Road (2015),Sci-Fi|Thriller
281026,Black Rodeo (1972),Documentary
142667,Black River (2001),Sci-Fi|Thriller
62669,Black River (Kuroi kawa) (1957),Drama
139451,Black Ribbon (2007),Horror|Mystery|Thriller
124107,Black Rebels (1960),Drama
227172,Black Report (1963),Mystery
4899,Black Knight (2001),Adventure|Comedy|Fantasy
149494,Black Kiss (2004),Crime|Drama|Horror|Mystery|Romance
5148,Black Like Me (1964),Drama
85298,Black Lightning (Chernaya Molniya) (2009),Action|Adventure|Sci-Fi
109747,"Black Limousine (Land of the Astronauts, The) (2010)",Drama
197481,Black Lizard (1981),Action|Drama
213982,Black Lizard (1968),Comedy|Crime|Fantasy
222769,Black Lizard (1962),Drama|Mystery
205899,Black Litter (1977),Drama
74382,Black Legion (1937),Crime|Drama
185839,Black Level (2017),Drama
173411,Black Lolita (1975),Action|Drama
248378,Black Lake (2020),Drama|Horror|Thriller
7088,Black Orpheus (Orfeu Negro) (1959),Drama|Romance
8876,"Black Orchid, The (1958)",Drama
117861,Black or White (2014),Drama
100739,Black on White (Mustaa valkoisella) (1968),Drama
132321,Black Oak Conspiracy (1977),Action|Drama
152577,Black Out (2012),Action|Comedy|Crime
7305,Black Widow (1987),Crime|Drama|Mystery|Thriller
66053,Black Widow (1954),Drama|Mystery
242774,Black Widow (2021),Action|Adventure|Drama|Thriller
152721,Black Wind (1964),Drama
95672,"Black Windmill, The (1974)",Crime|Drama
66662,"Black Watch, The (1929)",Adventure|Drama
79863,Black Water (2007),Adventure|Drama|Horror|Thriller
181105,Black Water (2017),Horror|Thriller
182507,Black Water (1996),Action|Drama
