id,title,genres
192595,Love and Bruises (2011),Drama|Romance
52078,Love and Honor (2006),Drama|Romance
116857,Love and Honor (2012),Drama|Romance|War
107970,Love and Sex under Nazi Occupation (Amour et sexe sous l'occupation) (2011),Documentary
291086,Love and Sunshine (2019),Romance
111874,Love and Pain and the Whole Damn Thing (1973),Comedy|Drama
130978,Love and Pigeons (1985),Comedy|Romance
137311,Love and the City (2009),Comedy|Romance
172157,Love and the City 3 (2013),Comedy
172523,Love and the City 2 (2010),Comedy|Romance
155348,Love and the Frenchwoman (1960),Comedy|Drama|Romance
259957,Love and Theft (2010),Animation
143823,Love and Larceny (1960),Comedy
171903,Love and Lies (1980),Children|Romance
228221,Love and Lies (2017),Romance
270376,Love and Leashes (2022),Comedy|Romance
170363,Love and Fury (2016),Drama
265372,Love and Fury (2020),(no genres listed)
181091,Love and Fear (1988),Drama
172263,Love and Mary (2007),Comedy|Romance
279052,Love and Mathematics (2022),(no genres listed)
224262,Love and Monsters (2020),Adventure
180069,Love and Goodbye and Hawaii (2017),(no genres listed)
6942,Love Actually (2003),Comedy|Drama|Romance
275087,Love Actually... Sucks! (2011),Drama
279374,Love Accidentally (2022),Comedy|Romance
289653,Love According to Dalva (2023),Drama
7268,Love at Large (1990),Romance|Thriller
202743,Love At Least (2018),Drama|Romance
26429,Love at First Bite (1979),Comedy|Horror|Romance
179565,Love at First Bark (2017),Romance
122948,Love at First Fight (2014),Comedy|Romance
136473,Love at First Hiccough (1999),Comedy
172257,Love at First Hiccup (2009),Comedy|Romance
199532,Love at First Sight (1977),Comedy|Romance
290767,Love at First Sight (2023),Drama|Romance
243808,Love at First Dance (2018),Romance
284801,Love at First Kiss (2023),Comedy|Romance
128886,Love at the Top (1974),Comedy|Drama
148915,Love at the Thanksgiving Day Parade (2012),(no genres listed)
176507,Love at the Christmas Table (2012),Comedy|Romance
288233,Love at the Shore (2017),Children|Comedy|Romance
278056,Love at Twenty (1962),Drama|Romance
155667,Love at 16 (2004),Comedy
197257,Love at Sea (2018),Romance
262263,Love at Sea (1966),Drama
200806,Love at Second Sight (2019),Comedy
252880,Love at Sunset Terrace (2020),Romance
184221,Love Aaj Kal (2009),Comedy|Drama|Romance
216827,Love Aaj Kal (2020),Drama|Romance
186183,Love Among the Ruins (1975),Drama
197291,Love Addict (2018),Comedy|Romance
206751,Love Asia (2006),(no genres listed)
218205,Love Alaska (2019),Comedy|Romance
269504,"Love Always, Santa (2016)",Comedy|Romance
262007,Love Around the World (2020),Documentary
272859,Love au Zen (2001),(no genres listed)
286231,Love Again (2023),Drama|Romance
937,Love in the Afternoon (1957),Comedy|Romance
43497,Love in the Afternoon (Chloe in the Afternoon)  (L'amour l'après-midi) (1972),Drama|Romance
5807,Love In the Time of Money (2002),Comedy|Drama|Romance
191731,Love in the Time of Monsters (2014),Comedy|Horror
56001,Love in the Time of Cholera (2007),Drama|Romance
134857,Love in the Time of Civil War (2014),(no genres listed)
97256,Love in the Time of Hysteria (Sólo con tu pareja) (1991),Comedy|Romance
127665,Love in the City (1953),Drama|Romance
136768,Love in the Buff (2012),Comedy|Romance
152662,Love in the End (2013),Drama|Romance
161242,Love in the Rough (1930),Comedy|Romance
235353,Love in the Strangest Way (1994),Thriller
243506,Love in the Forecast (2020),Romance
262501,Love in the Vineyard (2016),Drama|Romance
278408,Love in the Villa (2022),Comedy|Romance
290840,Love in the Great Smoky Mountains: A National Park Romance (2023),Romance
197139,Love in Thoughts (2004),Drama
261313,Love in Translation (2021),Children|Comedy|Romance
269938,Love in Tokyo (2015),Romance
1159,Love in Bloom (1935),Romance
285265,Love in Bloom (2022),Comedy|Romance
224270,Love in Bora Bora (2018),Comedy|Drama|Romance
79601,Love in Another Language (Baska Dilde Ask) (2009),Drama|Romance
137114,Love in a Puff (2010),Comedy|Drama|Romance
227560,Love in a Fish Bowl (1993),Drama
273489,Love in Aruba (2021),Romance
276681,Love in Action (2010),Drama|Romance
140904,Love in First Class (1980),Comedy
143825,Love in Rome (1960),(no genres listed)
149492,Love in Disguise (2010),Comedy|Romance
217613,Love in Design (2018),Romance
158898,Love in Paradise (2016),Romance
183343,Love in USSR (2012),Drama|Romance
203475,Love in Magic (2005),Comedy|Romance
214152,Love in Store (2020),Romance
231005,Love in Harmony Valley (2020),Romance
234434,Love in Winterland (2020),Romance
252112,Love in Whitbrooke (2021),Children|Comedy|Romance
284631,Love in Glacier National: A National Park Romance (2023),Comedy|Romance
192851,Love Is All (2007),Comedy|Romance
1045,Love Is All There Is (1996),Comedy|Drama
101942,Love Is All You Need (Den skaldede frisør) (2012),Comedy|Drama|Romance
166621,Love Is All You Need? (2016),Drama
147829,Love is All: 100 Years of Love & Courtship (2014),Documentary
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War
103663,Love Is a Woman (Death Is a Woman) (1966),Crime|Drama|Mystery
124119,Love is a Ball (1963),Comedy|Romance
157516,Love Is a Four Letter Word (2007),Romance
259667,Love Is a Funny Thing (1969),Comedy|Drama
186975,Love Is a Gun (1994),Crime|Drama|Mystery
214852,Love is a Sting (2015),Comedy|Drama
237476,Love is a Piece of Cake (2020),Romance
2304,Love Is the Devil (1998),Drama
132993,Love Is the Perfect Crime (2013),Drama|Thriller
286215,"Love Is the Message, the Message Is Death (2016)",(no genres listed)
201933,Love Is Thicker Than Water (2017),Comedy|Drama|Romance
81054,Love Is Colder Than Death (Liebe ist kälter als der Tod) (1969),Comedy|Crime|Romance
115174,Love Is Strange (2014),Drama
116195,Love Is News (1937),Comedy|Romance
202978,Love is Never Wasted (2018),(no genres listed)
199356,Love Is Now (2014),Drama|Romance
215475,Love Is Not Blind (2011),Comedy|Drama|Romance
120907,Love is Eternal While It Lasts (2004),Comedy|Romance
184513,Love Is Evil (1999),Comedy|Romance
219621,Love is Everything (2018),Comedy|Romance
123721,Love Is Better Than Ever (1952),(no genres listed)
164937,Love Is Blind (2013),Drama|Romance
208985,Love Is Blind (2019),Comedy|Drama
128291,Love is My Profession (1958),Crime|Drama|Romance
128872,Love is God (2003),Adventure|Comedy|Drama
283947,"Love Is Gay, Love Is Sad (1971)",Comedy
142795,Love Is in the Air (2011),(no genres listed)
157403,Love Is in the Air (2013),Comedy|Romance
244196,Love Is in the Air (2005),Comedy|Romance
291829,Love Is in the Air (2023),Comedy|Drama|Romance
182817,Love Is Love (1990),(no genres listed)
205563,Love Is Love (2012),Comedy|Drama
248220,Love Is Five Seven Five (2005),Comedy
203777,"Love It, Leave It (1973)",(no genres listed)
1010,"Love Bug, The (1969)",Children|Comedy
164973,Love Building (2013),Comedy|Drama
108564,Love Before Breakfast (1936),Comedy|Romance
162390,Love Begins (2011),Children|Drama|Romance
163222,Love Begins at Twenty (1936),Comedy|Romance
176471,Love Between the Covers (2015),Documentary
122772,Love Birds (2011),Comedy|Romance
261263,Love Bite (2012),Comedy|Horror
124735,Love Bites (1993),Comedy|Romance
227074,Love Bites (2001),Horror|Mystery|Thriller
158880,Love by Chance (2016),Romance
173811,Love by Request (1982),Comedy|Romance
179237,Love by Design (2014),Romance
226942,Love by the Book (2015),Romance
