id,title,genres
156980,Dark Delusion (1947),Drama|Mystery
213381,Dark Diamond (2016),Crime|Thriller
34143,Dark Water (2005),Drama|Horror|Thriller
8019,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller
145134,Dark Waters (2003),Action|Horror|Sci-Fi|Thriller
177115,Dark Waters (1993),Horror|Mystery
208108,Dark Waters (2019),Drama
285355,Dark Waters (1944),Mystery
139723,Dark Was the Night (2014),Horror|Thriller
224366,Dark Was the Night (2018),Drama
211303,Dark Walker (2003),Horror|Sci-Fi
27752,Dark Woods (Villmark) (2003),Adventure|Horror|Mystery|Thriller
148162,Dark Woods II (2015),Horror
174593,Dark World (2010),Fantasy|Mystery|Thriller
172431,Dark World: Equilibrium (2013),Adventure|Fantasy
80189,"Dark Wind, The (1991)",Action|Mystery
192775,Dark Web (2017),Horror
242898,Dark Web: Cicada 3301 (2021),Action|Comedy|Thriller
263141,Dark Web: Descent Into Hell (2021),Horror
241232,Dark Whispers - Volume 1 (2019),Horror|Thriller
25921,"Dark Mirror, The (1946)",Film-Noir|Thriller
58881,Dark Matter (2007),Drama
234689,Dark Matters (2010),Sci-Fi
138528,Dark Mountain (2013),Horror|Sci-Fi|Thriller
160352,Dark Moon Rising (2015),Fantasy|Horror
160354,Dark Moon Rising (2009),Horror
190951,Dark Money (2018),Documentary
186427,Dark Metropolis (2010),Sci-Fi
26285,Dark Star (1974),Comedy|Sci-Fi|Thriller
143249,Dark Star: HR Giger’s World (2014),Documentary
171915,Dark Streets (2008),Drama
223496,Dark Stories (2020),Horror
89347,"Dark Side of the Heart, The (Lado oscuro del corazón, El) (1992)",Comedy|Drama|Romance
93351,"Dark Side of the Sun, The (1988)",Drama|Romance
159799,Dark Signal (2016),Horror
94478,Dark Shadows (2012),Comedy|Horror|IMAX
100810,Dark Skies (2013),Horror|Sci-Fi|Thriller
137924,Dark Souls (2011),Horror|Thriller
138778,Dark Spirits (2008),Thriller
144708,Dark Summer (2015),Horror|Thriller
152551,Dark Sunday (1976),Action|Thriller
271625,Dark Suns (2019),Documentary
158155,Dark Secrets: Inside Bohemian Grove (2000),Documentary
219093,Dark Sense (2019),Thriller
191671,Dark Sands (1937),Adventure|Drama
194410,Dark Sanity (1982),Horror
33328,Dark Eyes (Oci ciornie) (1987),Comedy|Drama|Romance
172125,Dark Exorcism (2015),(no genres listed)
208082,Dark Encounter (2019),Horror|Sci-Fi
44253,"Dark at the Top of the Stairs, The (1960)",Drama
263963,Dark Angel (2016),(no genres listed)
57873,Dark Angel (I Come in Peace) (1990),Action|Horror|Sci-Fi|Thriller
87262,"Dark Angel, The (1935)",Drama|Romance
116584,Dark Alibi (1946),Crime|Drama|Mystery|Thriller
149148,Dark Awakening (2014),Horror|Mystery|Thriller
163545,Dark August (1976),Horror|Mystery
177985,Dark Age (1987),Adventure|Horror
287139,Dark Amazon (2014),Adventure|Horror|Thriller
291701,Dark Asset (2023),Action|Sci-Fi|Thriller
58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
60463,Dark Floors (2008),Fantasy|Horror
116604,Dark Fields (2009),Horror
139477,Dark Fields (2006),(no genres listed)
196231,Dark Figure of Crime (2018),Crime|Drama|Thriller
160998,Dark Future (1994),Action|Sci-Fi
169066,Dark Fortune (2016),Drama
178671,Dark Forest (2015),Horror|Thriller
224421,Dark Forces (2020),Action|Horror|Mystery|Thriller
70227,Dark Ride (2006),Horror|Thriller
177335,Dark Rising (2007),Action|Adventure|Comedy|Fantasy|Horror
147591,Dark Rising 2:  Summer Strikes Back (2011),Action|Comedy|Fantasy|Sci-Fi
183157,Dark River (2018),Drama|Mystery|Thriller
229515,Dark Resurrection (2007),Action|Sci-Fi|Thriller
255503,Dark Reel (2008),Drama|Horror|Mystery|Thriller
269664,Dark Red Forest (2020),Documentary
281856,Dark Reprieve (2007),Horror|Mystery|Sci-Fi|Thriller
122451,Dark Tower (1989),Horror|Thriller
77615,"Dark Tower, The (1943)",Drama|Thriller
108506,Dark Touch (2013),Horror
99687,"Dark Truth, A (Truth, The) (2012)",Drama|Thriller
101884,Dark Tide (2012),Adventure|Drama|Thriller
137990,Dark Tides,(no genres listed)
185791,Dark Night (2018),Drama
80816,Dark Night of the Scarecrow (1981),Horror|Mystery
101022,Dark Intruder (1965),Horror|Mystery
249896,Dark Intentions (2015),Drama|Thriller
111603,Dark Girls (2011),Documentary
274981,Dark Glasses (2022),Horror|Mystery|Thriller
116197,Dark Journey (1937),Adventure|Romance|Thriller
116447,Dark of the Sun (1968),Action|Adventure|Drama|War
201066,Dark Obsession (1989),Drama|Thriller
228555,Dark October (2020),Horror
152643,Dark Legacy II (2014),Documentary
215159,Dark Light (2019),Horror|Sci-Fi|Thriller
216643,Dark Light: The Art Of Blind Photographers (2009),Documentary
27434,Darkness (2002),Horror|Mystery
154784,Darkness (2013),Drama
201068,Darkness (1993),Horror
6040,Darkness Falls (2003),Horror|Thriller
137737,Darkness Falls (1999),Drama|Horror|Romance|Thriller
219663,Darkness Falls (2020),Crime|Drama|Thriller
132478,Darkness in Tallinn (1993),Action|Comedy|Thriller
230497,Darkness in Tenement 45 (2020),Drama|Horror|Thriller
144132,Darkness by Day (2013),Horror
148986,Darkness on the Edge of Town (2015),Thriller
181349,Darkness Rising (2017),Horror
195643,Darkness Reigns (2017),Horror
72037,Darkness/Light/Darkness (Tma/Svetlo/Tma) (1989),Animation|Comedy|Fantasy
6966,Darkman (1990),Action|Crime|Fantasy|Sci-Fi|Thriller
170279,Darkman III: Die Darkman Die (1996),Action|Sci-Fi|Thriller
7120,DarkWolf (2003),Horror
167130,Darkweb (2016),Action|Thriller
43589,"Dark, The (2005)",Horror|Mystery|Thriller
200538,"Dark, Almost Night (2019)",Crime|Drama|Thriller
61646,DarkBlueAlmostBlack (Azuloscurocasinegro) (2006),Drama|Romance
179817,Darkest Hour (2017),Drama|War
91660,"Darkest Hour, The (2011)",Action|Horror|Sci-Fi|Thriller
112782,Darkest Night (2012),Drama|Horror
162544,Darkest Day (2015),Action|Adventure|Horror
126769,Darker Than Night (2014),Horror|Thriller
204510,Darker than Night (2018),Thriller
160958,Darker Than Amber (1970),Action|Adventure|Drama|Mystery
287413,Darker Shades of Elise (2017),Drama|Thriller
196411,Darken (2017),Fantasy|Sci-Fi
171149,Darkened Room (2002),Drama
102590,Darkon (2006),Documentary|Fantasy
114791,Darktown Strutters (Get Down and Boogie) (1975),Action|Comedy|Musical
156826,Darkroom (2013),Thriller
240716,Darkroom (1989),Horror
176779,Darkland (2017),Action|Drama|Thriller
239650,Darklight (2004),Action|Drama|Fantasy|Sci-Fi|Thriller
241646,Darkhoongah (2019),Drama
